Date,XLE,XLF,XLU,XLI,XLK,XLV,XLY,IYR,AAPL,XLB,XLP,SPY,^DJI,NDX,guardian_headline_mean,guardian_body_mean,guardian_headline_median,guardian_body_median,guardian_headline_min,guardian_headline_max,guardian_body_min,guardian_body_max,Huff_headline_mean,Huff_body_mean,Huff_headline_median,Huff_body_median,Huff_headline_max,Huff_body_max,Huff_headline_min,Huff_body_min,NYT_headline_mean,NYT_headline_median,NYT_body_mean,NYT_body_median,NYT_headline_max,NYT_headline_min,NYT_body_max,NYT_body_min
2022-07-05,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.13,-0.02,0.0,-0.04,-0.88,0.77,-1.0,1.0,-0.71,-0.15,-0.71,-0.15,-0.67,0.0,-0.76,-0.3,-0.03,0.0,-0.21,-0.25,0.85,-0.9,0.94,-0.95
2022-07-06,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.16,-0.09,0.0,-0.66,-0.88,0.73,-1.0,1.0,-0.01,-0.52,-0.01,-0.52,0.0,-0.32,-0.03,-0.73,-0.01,0.0,0.07,0.0,0.9,-0.88,0.94,-0.92
2022-07-07,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.14,0.19,0.0,0.85,-0.83,0.67,-1.0,1.0,-0.1,-0.03,0.0,-0.25,0.0,0.65,-0.3,-0.49,-0.02,0.0,0.05,0.0,0.89,-0.85,0.88,-0.92
2022-07-08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.15,0.02,0.0,0.46,-0.92,0.71,-1.0,1.0,-0.34,-0.03,-0.34,-0.03,-0.34,-0.03,-0.34,-0.03,0.01,0.0,0.23,0.0,0.8,-0.88,0.88,-0.9
2022-07-11,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.14,0.13,0.0,0.68,-0.9,0.81,-1.0,1.0,-0.64,-0.52,-0.64,-0.52,-0.64,-0.52,-0.64,-0.52,-0.21,-0.24,0.04,0.0,0.73,-0.85,0.89,-0.93
2022-07-12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.09,-0.0,0.0,-0.12,-0.88,0.88,-1.0,1.0,-0.15,-0.31,-0.15,-0.31,0.47,-0.3,-0.77,-0.32,-0.01,0.0,0.04,0.0,0.77,-0.83,0.94,-0.96
2022-07-13,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.13,0.09,0.0,0.52,-0.85,0.8,-1.0,1.0,0.11,0.23,0.11,0.23,0.22,0.49,0.0,-0.03,-0.06,0.0,0.01,0.0,0.72,-0.88,0.86,-0.9
2022-07-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12,0.07,0.0,0.49,-0.89,0.75,-1.0,1.0,-0.17,-0.11,-0.34,0.0,0.4,0.0,-0.59,-0.32,0.01,0.0,0.0,0.0,0.8,-0.84,0.9,-0.92
2022-07-15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.12,-0.07,0.0,-0.73,-0.87,0.79,-1.0,1.0,-0.11,-0.29,-0.11,-0.34,0.0,0.05,-0.23,-0.53,-0.1,-0.04,0.1,0.02,0.87,-0.87,0.86,-0.9
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.05,0.0,0.26,-0.8,0.79,-1.0,1.0,-0.2,-0.17,0.0,0.0,0.0,0.0,-0.78,-0.62,0.06,0.0,0.27,0.32,0.79,-0.9,0.93,-0.95
2022-07-19,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.13,-0.13,0.0,-0.8,-0.84,0.79,-1.0,1.0,-0.35,-0.49,-0.35,-0.49,0.0,-0.38,-0.69,-0.6,-0.0,0.0,0.07,0.0,0.74,-0.76,0.94,-0.9
2022-07-20,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.16,0.09,0.0,0.58,-0.92,0.77,-1.0,1.0,-0.04,-0.37,0.0,-0.34,0.36,0.0,-0.53,-0.81,-0.13,0.0,-0.0,0.0,0.8,-0.88,0.9,-0.87
2022-07-21,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.12,-0.18,-0.08,-0.82,-0.91,0.78,-1.0,1.0,-0.06,-0.01,0.0,0.0,0.0,0.39,-0.19,-0.42,0.03,0.0,-0.03,0.0,0.78,-0.85,0.84,-0.9
2022-07-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.18,-0.13,0.0,-0.74,-0.89,0.56,-1.0,1.0,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.4,-0.07,0.0,-0.03,0.0,0.85,-0.92,0.89,-0.92
2022-07-25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.08,-0.04,0.0,-0.26,-0.86,0.76,-1.0,1.0,0.23,0.72,0.23,0.72,0.23,0.72,0.23,0.72,0.08,0.0,0.01,0.0,0.89,-0.88,0.86,-0.93
2022-07-26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14,-0.1,0.0,-0.69,-0.89,0.65,-1.0,1.0,-0.13,-0.15,0.0,0.03,0.0,0.1,-0.38,-0.59,-0.08,0.0,0.1,0.03,0.84,-0.9,0.94,-0.85
2022-07-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1,0.13,0.0,0.67,-0.84,0.66,-1.0,1.0,-0.44,-0.28,-0.54,-0.34,-0.23,0.27,-0.56,-0.78,0.04,0.0,0.05,0.0,0.71,-0.94,0.83,-0.94
2022-07-28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1,-0.02,0.0,-0.22,-0.88,0.79,-1.0,1.0,0.0,0.38,0.0,0.38,0.0,0.53,0.0,0.23,0.04,0.0,0.04,0.0,0.7,-0.84,0.91,-0.89
2022-07-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.13,0.12,0.0,0.76,-0.88,0.67,-1.0,1.0,-0.23,-0.16,-0.16,-0.33,0.0,0.6,-0.61,-0.59,0.11,0.0,0.22,0.19,0.81,-0.94,0.86,-0.94
2022-08-01,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.23,0.06,-0.25,0.41,-0.89,0.57,-1.0,1.0,0.06,0.0,0.06,0.0,0.13,0.0,0.0,0.0,-0.02,0.0,-0.16,-0.03,0.79,-0.88,0.87,-0.97
2022-08-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.13,0.0,-0.05,0.21,-0.81,0.68,-1.0,1.0,0.01,-0.28,0.01,-0.28,0.03,0.0,0.0,-0.56,-0.03,0.0,0.04,0.04,0.7,-0.8,0.94,-0.91
2022-08-03,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.11,-0.06,0.0,-0.35,-0.89,0.84,-1.0,1.0,0.02,-0.18,0.0,0.0,0.06,0.0,0.0,-0.54,0.11,0.0,0.08,0.0,0.79,-0.92,0.9,-0.88
2022-08-04,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14,-0.21,0.0,-0.81,-0.89,0.62,-1.0,1.0,-0.44,-0.76,-0.44,-0.76,-0.44,-0.76,-0.44,-0.76,-0.02,0.0,-0.04,0.0,0.71,-0.86,0.86,-0.85
2022-08-05,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16,-0.09,0.0,-0.5,-0.9,0.77,-1.0,1.0,-0.44,-0.56,-0.44,-0.56,0.03,-0.32,-0.9,-0.8,0.01,0.0,0.22,0.3,0.86,-0.9,0.83,-0.93
2022-08-08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-0.0,-0.13,0.15,-0.83,0.78,-1.0,1.0,0.22,0.24,0.22,0.34,0.44,0.8,0.0,-0.51,-0.05,0.0,0.16,0.0,0.6,-0.83,0.8,-0.95
2022-08-09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.13,-0.05,-0.03,-0.42,-0.93,0.59,-1.0,1.0,-0.04,0.12,0.0,0.0,0.53,0.69,-0.65,-0.32,0.01,0.0,-0.01,0.0,0.77,-0.86,0.94,-0.91
2022-08-10,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.15,0.09,0.0,0.47,-0.87,0.76,-1.0,1.0,0.07,-0.26,0.0,-0.23,0.7,0.0,-0.56,-0.74,-0.05,0.0,0.19,0.09,0.81,-0.89,0.87,-0.92
2022-08-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.08,0.0,-0.6,-0.86,0.71,-1.0,1.0,-0.15,0.2,0.0,0.0,0.0,0.6,-0.44,0.0,-0.11,0.0,-0.06,0.0,0.7,-0.9,0.88,-0.96
2022-08-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16,-0.05,0.0,-0.47,-0.89,0.82,-1.0,1.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,-0.64,-0.1,-0.04,0.13,0.09,0.79,-0.84,0.93,-0.89
2022-08-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.08,-0.01,0.0,0.07,-0.78,0.54,-1.0,1.0,-0.17,-0.39,0.0,-0.44,0.34,0.08,-0.72,-0.57,-0.04,0.0,0.11,0.11,0.85,-0.9,0.88,-0.93
2022-08-16,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.08,0.09,0.0,0.56,-0.78,0.74,-1.0,1.0,0.15,0.01,0.16,0.02,0.51,0.51,-0.23,-0.51,-0.2,-0.11,-0.08,-0.22,0.82,-0.85,0.92,-0.89
2022-08-17,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.13,-0.01,0.0,-0.11,-0.9,0.74,-1.0,1.0,-0.22,-0.05,0.0,0.0,0.0,0.49,-0.68,-0.53,0.01,0.0,0.19,0.2,0.57,-0.81,0.85,-0.92
2022-08-18,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.14,0.0,0.0,0.41,-0.88,0.77,-1.0,1.0,0.14,0.14,0.08,0.48,0.34,0.6,0.0,-0.65,-0.01,0.0,-0.18,-0.12,0.88,-0.86,0.92,-0.97
2022-08-19,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,-0.03,0.0,-0.46,-0.81,0.65,-1.0,1.0,-0.08,0.22,-0.08,0.22,0.53,0.59,-0.69,-0.15,0.03,0.0,-0.02,0.0,0.79,-0.67,0.86,-0.82
2022-08-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.09,-0.15,-0.56,-0.87,0.68,-1.0,1.0,-0.13,-0.0,-0.06,0.0,0.57,0.84,-0.86,-0.84,-0.03,0.0,0.09,0.0,0.59,-0.82,0.89,-0.95
2022-08-23,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.16,-0.08,0.0,-0.4,-0.92,0.73,-1.0,1.0,-0.11,-0.44,0.0,-0.63,0.1,0.0,-0.42,-0.7,0.09,0.0,0.11,0.2,0.83,-0.85,0.92,-0.87
2022-08-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1,0.02,0.0,0.36,-0.84,0.79,-1.0,1.0,0.08,0.13,0.0,0.19,0.78,0.59,-0.53,-0.67,0.08,0.0,0.14,0.0,0.86,-0.85,0.9,-0.94
2022-08-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.15,-0.04,0.0,-0.09,-0.93,0.71,-1.0,1.0,-0.49,0.02,-0.5,0.0,-0.23,0.27,-0.74,-0.18,0.06,0.0,0.04,0.0,0.7,-0.78,0.94,-0.92
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.06,0.0,0.61,-0.91,0.81,-1.0,1.0,-0.25,0.36,-0.25,0.36,-0.15,0.53,-0.34,0.2,0.04,0.0,0.0,0.0,0.71,-0.74,0.9,-0.83
2022-08-29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.19,-0.0,-0.18,0.21,-0.84,0.82,-1.0,1.0,-0.44,-0.06,-0.44,-0.06,-0.2,0.17,-0.67,-0.3,0.03,0.0,-0.0,0.0,0.78,-0.85,0.89,-0.91
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.12,0.0,-0.71,-0.82,0.81,-1.0,1.0,0.0,-0.08,0.0,-0.08,0.0,0.32,0.0,-0.48,0.07,0.0,0.04,0.08,0.86,-0.92,0.86,-0.88
2022-08-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.05,0.0,0.65,-0.9,0.82,-1.0,1.0,-0.32,-0.22,-0.36,-0.3,0.0,0.2,-0.64,-0.75,0.02,0.0,0.05,0.0,0.73,-0.81,0.87,-0.83
2022-09-01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.13,-0.05,0.0,-0.33,-0.84,0.65,-1.0,1.0,-0.03,-0.19,0.0,-0.23,0.51,0.0,-0.65,-0.3,0.0,0.0,0.15,0.15,0.8,-0.86,0.87,-0.86
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.06,0.0,-0.57,-0.8,0.86,-1.0,1.0,-0.18,-0.22,-0.19,-0.31,0.46,0.46,-0.65,-0.88,0.14,0.0,0.04,0.0,0.89,-0.82,0.79,-0.9
2022-09-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.21,0.0,0.9,-0.79,0.8,-1.0,1.0,-0.2,-0.34,0.0,-0.4,0.0,0.0,-0.71,-0.78,-0.05,0.0,0.02,0.0,0.8,-0.86,0.83,-0.93
2022-09-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.14,0.13,0.0,0.83,-0.86,0.76,-1.0,1.0,-0.19,-0.19,0.0,-0.33,0.21,0.34,-0.78,-0.57,0.09,0.0,-0.07,0.0,0.65,-0.86,0.84,-0.93
2022-09-08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.1,0.21,0.0,0.89,-0.89,0.69,-1.0,1.0,-0.25,-0.76,-0.48,-0.75,0.74,-0.7,-0.77,-0.83,-0.04,0.0,-0.02,0.0,0.75,-0.9,0.92,-0.93
2022-09-09,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.08,0.35,0.0,0.95,-0.85,0.77,-1.0,1.0,-0.1,0.25,-0.1,0.25,0.4,0.49,-0.6,0.0,-0.01,0.0,0.14,0.14,0.81,-0.8,0.85,-0.91
2022-09-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.16,0.01,0.0,0.1,-0.93,0.76,-1.0,1.0,-0.4,0.27,-0.42,0.38,0.0,0.42,-0.79,0.0,-0.1,0.0,-0.06,-0.13,0.75,-0.9,0.89,-0.89
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.06,0.0,0.54,-0.8,0.81,-1.0,1.0,-0.1,-0.08,-0.08,0.0,0.0,0.67,-0.23,-0.92,-0.05,0.0,-0.03,-0.03,0.9,-0.87,0.95,-0.89
